date,symbol,open,high,low,close,volume
2024-09-13,SOCK,130.15,131.12,128.27,128.51,2408043
2024-09-13,YARN,18.38,18.81,18.15,18.53,3031746
2024-09-16,SOCK,128.51,134.8,128.3,133.15,4145492
2024-09-16,YARN,18.53,18.85,17.93,18.64,3840859
2024-09-17,SOCK,133.15,133.63,130.67,132.52,4941704
2024-09-17,YARN,18.64,19.56,18.38,18.81,2746989
2024-09-18,SOCK,132.52,134.25,132.42,133.99,3707556
2024-09-18,YARN,18.81,19.09,18.55,18.75,1535318
2024-09-19,SOCK,133.99,134.53,126.1,127.73,4031591
2024-09-19,YARN,18.75,18.95,17.74,17.76,3341386
2024-09-20,SOCK,127.73,130.29,127.7,129.59,2925252
2024-09-20,YARN,17.76,17.78,17.48,17.71,2854847
2024-09-23,SOCK,129.59,131.47,128.76,131.0,1572597
2024-09-23,YARN,17.71,18.25,16.75,16.9,3136731
2024-09-24,SOCK,131.0,131.19,130.72,130.9,1144050
2024-09-24,YARN,16.9,17.4,16.52,17.3,2938111
2024-09-25,SOCK,130.9,131.73,128.89,129.29,4735907
2024-09-25,YARN,17.3,17.42,16.42,16.54,1973650
2024-09-26,SOCK,129.29,135.06,128.39,132.99,1387949
2024-09-26,YARN,16.54,17.09,16.28,16.95,1504964
2024-09-27,SOCK,132.99,137.64,131.89,135.3,3513482
2024-09-27,YARN,16.95,17.46,16.69,17.37,3342148
2024-09-30,SOCK,135.3,135.66,132.35,133.03,3512732
2024-09-30,YARN,17.37,17.68,16.75,16.84,3897910
2024-10-01,SOCK,133.03,133.61,129.67,130.39,1226905
2024-10-01,YARN,16.84,17.18,16.74,16.91,2600864
2024-10-02,SOCK,130.39,132.0,128.11,129.72,2065587
2024-10-02,YARN,16.91,17.27,16.52,16.54,3768128
2024-10-03,SOCK,129.72,134.6,129.32,133.94,2084428
2024-10-03,YARN,16.54,17.4,16.52,17.26,4636106
2024-10-04,SOCK,133.94,136.34,133.17,135.31,2272267
2024-10-04,YARN,17.26,17.32,17.06,17.11,1914876
2024-10-07,SOCK,135.31,138.68,134.93,138.12,4914487
2024-10-07,YARN,17.11,19.01,16.83,18.62,4295291
2024-10-08,SOCK,138.12,144.77,137.65,143.7,2909821
2024-10-08,YARN,18.62,18.97,17.9,18.02,4904601
2024-10-09,SOCK,143.7,143.95,140.99,142.06,1806487
2024-10-09,YARN,18.02,18.1,17.94,18.08,1194723
2024-10-10,SOCK,142.06,145.35,133.3,136.41,1390259
2024-10-10,YARN,18.08,18.78,18.0,18.16,4721418
2024-10-11,SOCK,136.41,137.13,133.59,136.42,1229929
2024-10-11,YARN,18.16,19.37,17.69,18.96,2051820
2024-10-14,SOCK,136.42,137.54,135.92,136.16,4228092
2024-10-14,YARN,18.96,19.07,18.95,19.02,4892611
2024-10-15,SOCK,136.16,136.58,135.53,136.18,1007692
2024-10-15,YARN,19.02,19.07,18.58,18.76,4228256
2024-10-16,SOCK,136.18,139.37,135.61,137.91,4647925
2024-10-16,YARN,18.76,19.41,18.37,19.12,4558663
2024-10-17,SOCK,137.91,141.06,136.15,140.7,1552297
2024-10-17,YARN,19.12,19.76,19.11,19.74,4405657
2024-10-18,SOCK,140.7,145.05,140.48,142.84,1317066
2024-10-18,YARN,19.74,19.93,18.32,18.71,3378241
2024-10-21,SOCK,142.84,144.51,140.08,141.09,2981921
2024-10-21,YARN,18.71,18.75,18.6,18.7,1216950
2024-10-22,SOCK,141.09,142.03,139.2,140.88,4246334
2024-10-22,YARN,18.7,18.77,18.23,18.26,3979985
2024-10-23,SOCK,140.88,141.71,137.64,138.1,1262781
2024-10-23,YARN,18.26,18.82,18.18,18.31,4246204
2024-10-24,SOCK,138.1,139.51,137.79,137.88,4242588
2024-10-24,YARN,18.31,18.34,17.93,18.04,2716191
2024-10-25,SOCK,137.88,139.23,134.78,137.04,4458021
2024-10-25,YARN,18.04,18.61,17.28,17.74,3184463
2024-10-28,SOCK,137.04,137.05,135.33,136.64,4488054
2024-10-28,YARN,17.74,17.84,17.54,17.61,4393294
2024-10-29,SOCK,136.64,136.73,134.2,135.06,4326491
2024-10-29,YARN,17.61,17.81,16.45,16.59,2210892
2024-10-30,SOCK,135.06,135.66,132.82,134.06,1018557
2024-10-30,YARN,16.59,16.75,16.05,16.61,4075160
2024-10-31,SOCK,134.06,138.22,133.88,136.75,3062501
2024-10-31,YARN,16.61,16.71,15.76,15.76,1454678
2024-11-01,SOCK,136.75,141.5,135.64,139.97,2283915
2024-11-01,YARN,15.76,16.06,15.28,15.54,2629572
2024-11-04,SOCK,139.97,140.3,133.65,134.93,4005264
2024-11-04,YARN,15.54,15.8,15.26,15.48,4665615
2024-11-05,SOCK,134.93,141.16,133.42,140.09,3053256
2024-11-05,YARN,15.48,15.89,15.01,15.39,3866683
2024-11-06,SOCK,140.09,141.8,138.92,139.25,1082751
2024-11-06,YARN,15.39,15.73,14.87,14.93,4399911
2024-11-07,SOCK,139.25,141.47,138.98,141.27,2001832
2024-11-07,YARN,14.93,15.13,13.89,14.1,2766955
2024-11-08,SOCK,141.27,142.7,140.95,142.55,1385885
2024-11-08,YARN,14.1,15.07,13.95,15.02,2202142
2024-11-11,SOCK,142.55,143.44,140.14,142.05,3305930
2024-11-11,YARN,15.02,15.18,14.59,14.79,4923497
2024-11-12,SOCK,142.05,144.76,141.73,142.56,1411458
2024-11-12,YARN,14.79,15.36,14.37,15.07,4049326
2024-11-13,SOCK,142.56,147.43,141.86,145.74,2974367
2024-11-13,YARN,15.07,16.47,15.06,15.82,1998989
2024-11-14,SOCK,145.74,147.43,145.73,146.24,1488149
2024-11-14,YARN,15.82,15.86,15.42,15.45,1923120
2024-11-15,SOCK,146.24,146.68,142.6,145.01,1588882
2024-11-15,YARN,15.45,16.6,15.26,16.24,4099849
2024-11-18,SOCK,145.01,147.17,140.92,141.96,1657292
2024-11-18,YARN,16.24,17.32,15.96,16.98,3128066
2024-11-19,SOCK,141.96,148.15,140.82,145.12,4358890
2024-11-19,YARN,16.98,18.04,16.84,17.73,2468502
2024-11-20,SOCK,145.12,148.61,144.88,147.15,4765167
2024-11-20,YARN,17.73,19.12,17.57,18.42,1644455
2024-11-21,SOCK,147.15,149.02,147.07,147.69,2742327
2024-11-21,YARN,18.42,18.5,17.04,17.64,2630014
2024-11-22,SOCK,147.69,153.14,147.38,150.44,4651083
2024-11-22,YARN,17.64,17.99,17.14,17.35,4869736
2024-11-25,SOCK,150.44,155.57,148.73,152.85,4831443
2024-11-25,YARN,17.35,17.75,17.21,17.65,1054527
2024-11-26,SOCK,152.85,155.23,152.39,154.16,2688544
2024-11-26,YARN,17.65,18.81,17.23,18.78,4958810
2024-11-27,SOCK,154.16,155.25,151.72,152.28,2732162
2024-11-27,YARN,18.78,19.33,18.61,19.05,3984102
2024-11-28,SOCK,152.28,152.6,152.14,152.15,1557626
2024-11-28,YARN,19.05,19.06,18.04,18.25,2028516
2024-11-29,SOCK,152.15,157.93,150.16,157.42,4237074
2024-11-29,YARN,18.25,19.16,18.2,19.08,4857250
2024-12-02,SOCK,157.42,159.86,153.64,155.79,1137494
2024-12-02,YARN,19.08,19.76,18.78,19.51,3624463
2024-12-03,SOCK,155.79,156.74,153.81,154.34,3169017
2024-12-03,YARN,19.51,19.77,18.75,18.78,1267646
2024-12-04,SOCK,154.34,156.25,151.24,152.21,2002324
2024-12-04,YARN,18.78,19.24,18.75,18.98,1568928
2024-12-05,SOCK,152.21,152.42,147.91,149.08,2221646
2024-12-05,YARN,18.98,19.71,18.55,19.48,2093817
2024-12-06,SOCK,149.08,149.54,147.83,148.43,3377156
2024-12-06,YARN,19.48,19.51,19.14,19.32,1400355
